ship_type,SHIPNAME,SHIP_ID,LAT,LON,dist_value,DATETIME,max_dist,max_DATETIME
Cargo,PAPUA,758718,59.89198,30.14679,877.0773989567837,2016-12-14T18:43:03Z,877.0773989567837,2016-12-14T18:43:03Z
Cargo,PAULINE RUSS,360043,59.913,30.0425,391.3458349881333,2016-12-13T22:15:04Z,1289.9355974350224,2016-12-13T22:17:03Z
Cargo,PAULINE RUSS,360043,59.9175,30.02117,1289.9355974350224,2016-12-13T22:17:03Z,1289.9355974350224,2016-12-13T22:17:03Z
Cargo,PETER PAN,4252519,54.76785,18.99642,617.1633242501183,2016-12-19T17:57:01Z,5281.269729314003,2016-12-19T18:07:02Z
Cargo,PETER PAN,4252519,54.72048,18.99044,5281.269729314003,2016-12-19T18:07:02Z,5281.269729314003,2016-12-19T18:07:02Z
Cargo,PETUNIA SEAWAYS,158628,57.652589999999996,11.72198,0,2016-12-17T16:53:05Z,1955.247490701657,2016-12-17T16:55:05Z
Cargo,PETUNIA SEAWAYS,158628,57.64103,11.69722,1955.247490701657,2016-12-17T16:55:05Z,1955.247490701657,2016-12-17T16:55:05Z
Cargo,PHANTOM,204427,59.92157,30.00041,0,2016-12-16T10:05:04Z,870675.7348842737,2016-12-18T14:37:01Z
Cargo,PHANTOM,204427,54.78657,18.99969,870675.7348842737,2016-12-18T14:37:01Z,870675.7348842737,2016-12-18T14:37:01Z
Cargo,PHOENIX II,132427,54.45469,18.99999,876.2083292367483,2016-12-19T19:03:01Z,57180.8442618603,2016-12-20T00:41:02Z
Cargo,PHOENIX II,132427,54.67082,19.80477,57180.8442618603,2016-12-20T00:41:02Z,57180.8442618603,2016-12-20T00:41:02Z
Cargo,PINTA,204565,57.8814,12.02976,453.8658180563772,2016-12-17T02:49:07Z,1201.6712911784382,2016-12-17T02:51:05Z
Cargo,PINTA,204565,57.87129,12.02258,1201.6712911784382,2016-12-17T02:51:05Z,1201.6712911784382,2016-12-17T02:51:05Z
Cargo,PITZTAL,266600,59.902,30.09755,523.7539008140932,2016-12-15T10:07:04Z,1111.0808105521528,2016-12-15T10:09:03Z
Cargo,PITZTAL,266600,59.90575,30.07908,1111.0808105521528,2016-12-15T10:09:03Z,1111.0808105521528,2016-12-15T10:09:03Z
Cargo,PL-2,350158,59.91559,30.26179,316.4304156926735,2016-12-20T07:01:05Z,316.4304156926735,2016-12-20T07:03:03Z
Cargo,PL-2,350158,59.91843,30.26143,316.4304156926735,2016-12-20T07:03:03Z,316.4304156926735,2016-12-20T07:03:03Z
Cargo,PLYCA,263477,59.91821,30.018,0,2016-12-14T21:51:05Z,857.1143061586525,2016-12-14T21:53:03Z
Cargo,PLYCA,263477,59.92117,30.0038,857.1143061586525,2016-12-14T21:53:03Z,857.1143061586525,2016-12-14T21:53:03Z
Cargo,POLA MUROM,2929,59.91764,30.021,300.77670529603876,2016-12-13T22:41:04Z,851.4919185095536,2016-12-13T22:43:03Z
Cargo,POLA MUROM,2929,59.92054,30.00686,851.4919185095536,2016-12-13T22:43:03Z,851.4919185095536,2016-12-13T22:43:03Z
Cargo,POLA UGLICH,2934,59.91687,30.02371,379.51716213654,2016-12-19T02:05:04Z,1098.6477849824985,2016-12-19T02:07:04Z
Cargo,POLA UGLICH,2934,59.9132,30.04201,1098.6477849824985,2016-12-19T02:07:04Z,1098.6477849824985,2016-12-19T02:07:04Z
Cargo,PRIMA FORTUNA,6220,55.71674,21.11054,118.30817853778262,2016-12-18T00:43:06Z,1846.2191831731589,2016-12-18T00:51:06Z
Cargo,PRIMA FORTUNA,6220,55.72672,21.08698,1846.2191831731589,2016-12-18T00:51:06Z,1846.2191831731589,2016-12-18T00:51:06Z
Cargo,PRIMULA SEAWAYS,158740,57.63254,11.69205,0,2016-12-15T18:15:07Z,2412.2450840776337,2016-12-15T18:17:05Z
Cargo,PRIMULA SEAWAYS,158740,57.65028,11.71538,2412.2450840776337,2016-12-15T18:17:05Z,2412.2450840776337,2016-12-15T18:17:05Z
Cargo,PRINCE OF WAVES,757619,59.912,30.04717,713.076792633116,2016-12-19T19:21:04Z,1431.7481328946446,2016-12-19T19:23:03Z
Cargo,PRINCE OF WAVES,757619,59.917,30.0235,1431.7481328946446,2016-12-19T19:23:03Z,1431.7481328946446,2016-12-19T19:23:03Z
Cargo,PRINCESSE OUI,3412946,59.88755,30.19603,453.91730101851135,2016-12-18T20:15:04Z,871.2086540489385,2016-12-18T20:17:03Z
Cargo,PRINCESSE OUI,3412946,59.88584,30.18079,871.2086540489385,2016-12-18T20:17:03Z,871.2086540489385,2016-12-18T20:17:03Z
Cargo,PRISCILLA,258225,57.60335,11.61722,438.1567387370306,2016-12-19T19:13:05Z,587.9590463848382,2016-12-19T19:15:05Z
Cargo,PRISCILLA,258225,57.60552,11.60822,587.9590463848382,2016-12-19T19:15:05Z,587.9590463848382,2016-12-19T19:15:05Z
Cargo,RAMONA,5396,57.65665,11.74505,0,2016-12-17T12:05:05Z,1058.2377034380854,2016-12-17T12:07:06Z
Cargo,RAMONA,5396,57.6536,11.7282,1058.2377034380854,2016-12-17T12:07:06Z,1058.2377034380854,2016-12-17T12:07:06Z
Cargo,REINBEK,3162,59.90187,30.09799,275.43331481102837,2016-12-13T20:15:05Z,875.661493038845,2016-12-13T20:17:04Z
Cargo,REINBEK,3162,59.90487,30.08347,875.661493038845,2016-12-13T20:17:04Z,875.661493038845,2016-12-13T20:17:04Z
Cargo,RIG,150545,55.72821,21.06735,0,2016-12-16T12:55:06Z,2897.4344604631474,2016-12-16T13:03:06Z
Cargo,RIG,150545,55.71651,21.10869,2897.4344604631474,2016-12-16T13:03:06Z,2897.4344604631474,2016-12-16T13:03:06Z
Cargo,RIX STAR,352437,54.61718,18.89862,0,2016-12-14T19:55:01Z,2714.456783478018,2016-12-14T19:57:02Z
Cargo,RIX STAR,352437,54.59549,18.87928,2714.456783478018,2016-12-14T19:57:02Z,2714.456783478018,2016-12-14T19:57:02Z
Cargo,RMS RAHM,364258,54.44588,18.646,0,2016-12-14T01:57:06Z,5078.2441612280645,2016-12-19T11:15:07Z
Cargo,RMS RAHM,364258,54.40356,18.67551,5078.2441612280645,2016-12-19T11:15:07Z,5078.2441612280645,2016-12-19T11:15:07Z
Cargo,ROBIN WIND,461454,54.7093,18.99832,768.5198946439111,2016-12-17T07:17:02Z,7436.273936247705,2016-12-17T07:43:02Z
Cargo,ROBIN WIND,461454,54.776,18.98992,7436.273936247705,2016-12-17T07:43:02Z,7436.273936247705,2016-12-17T07:43:02Z
Cargo,ROJAREK NAREE,734035,54.55322,18.83907,0,2016-12-16T16:35:01Z,1695.0812250254155,2016-12-16T16:37:01Z
Cargo,ROJAREK NAREE,734035,54.56457,18.85662,1695.0812250254155,2016-12-16T16:37:01Z,1695.0812250254155,2016-12-16T16:37:01Z
Cargo,ROZTOCZE,374739,59.91028,30.05664,611.7794771130428,2016-12-16T08:57:04Z,1265.2179310138297,2016-12-16T08:59:03Z
Cargo,ROZTOCZE,374739,59.91451,30.03557,1265.2179310138297,2016-12-16T08:59:03Z,1265.2179310138297,2016-12-16T08:59:03Z
Cargo,RUBYN,469377,55.71498,21.11143,436.5285776120267,2016-12-15T04:17:06Z,1760.5831011074479,2016-12-15T04:25:07Z
Cargo,RUBYN,469377,55.72585,21.09099,1760.5831011074479,2016-12-15T04:25:07Z,1760.5831011074479,2016-12-15T04:25:07Z
Cargo,RUSICH-10,348850,54.69933,20.45379,NA,2016-12-13T16:27:03Z,50.730177995006166,2016-12-13T16:31:02Z
Cargo,RUSICH-10,348850,54.69888,20.45392,50.730177995006166,2016-12-13T16:31:02Z,50.730177995006166,2016-12-13T16:31:02Z
Cargo,RUTH,145641,59.91788,30.0202,0,2016-12-20T01:29:04Z,1620.1755299970334,2016-12-20T01:33:03Z
Cargo,RUTH,145641,59.91236,30.0471,1620.1755299970334,2016-12-20T01:33:03Z,1620.1755299970334,2016-12-20T01:33:03Z
Cargo,SAFFIER,257862,55.73774,20.87151,783.249101946185,2016-12-15T06:21:07Z,1152.6252960202582,2016-12-15T06:23:06Z
Cargo,SAFFIER,257862,55.73665,20.8532,1152.6252960202582,2016-12-15T06:23:06Z,1152.6252960202582,2016-12-15T06:23:06Z
Cargo,SAMUR-3,349963,54.6333,19.89325,0,2016-12-18T15:15:03Z,45502.01252882849,2016-12-19T13:11:03Z
Cargo,SAMUR-3,349963,54.9636,20.31231,45502.01252882849,2016-12-19T13:11:03Z,45502.01252882849,2016-12-19T13:11:03Z
Cargo,SAN REMO,468812,55.70337,21.11962,979.2470006896905,2016-12-18T18:03:05Z,3547.7546591146447,2016-12-18T18:19:06Z
Cargo,SAN REMO,468812,55.7276,21.08277,3547.7546591146447,2016-12-18T18:19:06Z,3547.7546591146447,2016-12-18T18:19:06Z
Cargo,SANDETTIE,222305,54.78172,18.92054,0,2016-12-14T10:35:02Z,816.0540981252391,2016-12-14T10:37:02Z
Cargo,SANDETTIE,222305,54.78661,18.91105,816.0540981252391,2016-12-14T10:37:02Z,816.0540981252391,2016-12-14T10:37:02Z
Cargo,SANTA URSULA,465205,54.72224,18.99694,509.51771903032017,2016-12-18T05:55:02Z,4542.504358863521,2016-12-18T06:05:02Z
Cargo,SANTA URSULA,465205,54.76309,18.99629,4542.504358863521,2016-12-18T06:05:02Z,4542.504358863521,2016-12-18T06:05:02Z
Cargo,SAXUM,204431,55.71747,21.10957,405.83771572180797,2016-12-19T21:09:06Z,2326.6874000155713,2016-12-19T21:19:06Z
Cargo,SAXUM,204431,55.72813,21.0776,2326.6874000155713,2016-12-19T21:19:06Z,2326.6874000155713,2016-12-19T21:19:06Z
Cargo,SCA TUNADAL,366621,59.90543,30.08021,321.97491666538656,2016-12-19T18:03:04Z,1067.8231560467973,2016-12-19T18:05:03Z
Cargo,SCA TUNADAL,366621,59.909,30.06243,1067.8231560467973,2016-12-19T18:05:03Z,1067.8231560467973,2016-12-19T18:05:03Z
Cargo,SCHIEBORG,262525,57.61017,11.63217,0,2016-12-16T04:29:05Z,2181.0257185821692,2016-12-16T04:31:06Z
Cargo,SCHIEBORG,262525,57.6165,11.66683,2181.0257185821692,2016-12-16T04:31:06Z,2181.0257185821692,2016-12-16T04:31:06Z
Cargo,SCHUYLER TRADER,689205,54.77647,18.9374,0,2016-12-16T04:03:02Z,1493.8116996173553,2016-12-16T04:05:02Z
Cargo,SCHUYLER TRADER,689205,54.78593,18.92086,1493.8116996173553,2016-12-16T04:05:02Z,1493.8116996173553,2016-12-16T04:05:02Z
Cargo,SEAGARD,6046,59.91272,30.04566,648.5444842941034,2016-12-20T01:55:04Z,1255.3868841066576,2016-12-20T01:57:03Z
Cargo,SEAGARD,6046,59.90843,30.06649,1255.3868841066576,2016-12-20T01:57:03Z,1255.3868841066576,2016-12-20T01:57:03Z
Cargo,SEASTAR ENDURANCE,406999,54.61761,18.89918,0,2016-12-15T15:29:01Z,2225.3753649787795,2016-12-15T15:31:01Z
Cargo,SEASTAR ENDURANCE,406999,54.59955,18.88429,2225.3753649787795,2016-12-15T15:31:01Z,2225.3753649787795,2016-12-15T15:31:01Z
Cargo,SELENE PRAHM,130867,54.37166,18.664,527.1998957742262,2016-12-15T03:13:01Z,1278.4189159099164,2016-12-15T03:19:02Z
Cargo,SELENE PRAHM,130867,54.38306,18.66144,1278.4189159099164,2016-12-15T03:19:02Z,1278.4189159099164,2016-12-15T03:19:02Z
Cargo,SERDOLIK,347186,59.89773,30.11893,267.0709198280128,2016-12-16T08:57:04Z,821.0732778335179,2016-12-16T08:59:03Z
Cargo,SERDOLIK,347186,59.90051,30.10529,821.0732778335179,2016-12-16T08:59:03Z,821.0732778335179,2016-12-16T08:59:03Z
Cargo,SEROJA EMPAT,418949,57.60493,11.65567,856.6836484154871,2016-12-20T03:39:05Z,3326.307161501363,2016-12-20T03:55:04Z
Cargo,SEROJA EMPAT,418949,57.60117,11.60028,3326.307161501363,2016-12-20T03:55:04Z,3326.307161501363,2016-12-20T03:55:04Z
Cargo,SEVERNAYA ZEMLYA,347415,59.92015,30.00817,474.8770815749711,2016-12-19T02:55:03Z,841.7578018519093,2016-12-19T02:57:04Z
Cargo,SEVERNAYA ZEMLYA,347415,59.91731,30.02217,841.7578018519093,2016-12-19T02:57:04Z,841.7578018519093,2016-12-19T02:57:04Z
Cargo,SILVER FJORD,421615,55.72566,20.80205,807.2086166304546,2016-12-15T17:43:06Z,75001.05934465418,2016-12-15T21:25:02Z
Cargo,SILVER FJORD,421615,55.15951,20.15566,75001.05934465418,2016-12-15T21:25:02Z,75001.05934465418,2016-12-15T21:25:02Z
Cargo,SILVER PEARL,182341,59.91338,30.04178,755.9114618905978,2016-12-15T15:29:04Z,1895.435208378337,2016-12-15T15:31:04Z
Cargo,SILVER PEARL,182341,59.90694,30.07326,1895.435208378337,2016-12-15T15:31:04Z,1895.435208378337,2016-12-15T15:31:04Z
Cargo,SKAGENBANK,259232,57.61919,11.68127,0,2016-12-19T07:47:05Z,1462.9716688792673,2016-12-19T07:49:06Z
Cargo,SKAGENBANK,259232,57.63065,11.69334,1462.9716688792673,2016-12-19T07:49:06Z,1462.9716688792673,2016-12-19T07:49:06Z
Cargo,SLINGEBORG,262498,57.62883,11.67933,0,2016-12-18T22:33:04Z,2084.944728602217,2016-12-18T22:35:05Z
Cargo,SLINGEBORG,262498,57.61417,11.6575,2084.944728602217,2016-12-18T22:35:05Z,2084.944728602217,2016-12-18T22:35:05Z
Cargo,SOLONG,122649,59.91267,30.04487,0,2016-12-14T01:45:04Z,781.0683929083626,2016-12-14T01:47:04Z
Cargo,SOLONG,122649,59.91005,30.05787,781.0683929083626,2016-12-14T01:47:04Z,781.0683929083626,2016-12-14T01:47:04Z
Cargo,SOMERSET,260333,57.67833,11.72617,0,2016-12-14T01:15:05Z,2211.1682904138856,2016-12-14T01:17:06Z
Cargo,SOMERSET,260333,57.669,11.69333,2211.1682904138856,2016-12-14T01:17:06Z,2211.1682904138856,2016-12-14T01:17:06Z
Cargo,SORMOVSKIY-3064,350858,54.68362,20.32903,0,2016-12-16T21:49:04Z,6356.914822075676,2016-12-16T21:51:03Z
Cargo,SORMOVSKIY-3064,350858,54.6857,20.2302,6356.914822075676,2016-12-16T21:51:03Z,6356.914822075676,2016-12-16T21:51:03Z
Cargo,SORMOVSKIY-3055,345789,54.67454,18.99002,283.8970107305024,2016-12-14T01:07:01Z,52755.460034823125,2016-12-14T10:11:03Z
Cargo,SORMOVSKIY-3055,345789,54.65474,19.80963,52755.460034823125,2016-12-14T10:11:03Z,52755.460034823125,2016-12-14T10:11:03Z
Cargo,SORMOVSKIY-3056,346077,59.91097,30.05295,348.53016035353954,2016-12-15T08:29:04Z,1111.7676799253645,2016-12-15T08:31:03Z
Cargo,SORMOVSKIY-3056,346077,59.9072,30.07142,1111.7676799253645,2016-12-15T08:31:03Z,1111.7676799253645,2016-12-15T08:31:03Z
Cargo,SORMOVSKIY-3058,346084,54.6664,20.13557,0,2016-12-15T12:27:07Z,15452.73424543024,2016-12-15T12:33:03Z
Cargo,SORMOVSKIY-3058,346084,54.6326,19.90259,15452.73424543024,2016-12-15T12:33:03Z,15452.73424543024,2016-12-15T12:33:03Z
Cargo,SORMOVSKIY-3068,349018,54.65437,20.11265,4896.404612866684,2016-12-14T02:47:02Z,22867.254995587966,2016-12-15T17:43:03Z
Cargo,SORMOVSKIY-3068,349018,54.70193,20.4587,22867.254995587966,2016-12-15T17:43:03Z,22867.254995587966,2016-12-15T17:43:03Z
Cargo,SORMOVSKIY-53,346635,59.9087,30.06449,0,2016-12-19T16:25:04Z,1762.734266660408,2016-12-19T16:31:03Z
Cargo,SORMOVSKIY-53,346635,59.90277,30.09381,1762.734266660408,2016-12-19T16:31:03Z,1762.734266660408,2016-12-19T16:31:03Z
Cargo,SPANACO FIDELITY,146069,55.71562,21.11,0,2016-12-19T23:19:14Z,1031.0076638437517,2016-12-19T23:23:13Z
Cargo,SPANACO FIDELITY,146069,55.722410000000004,21.09879,1031.0076638437517,2016-12-19T23:23:13Z,1031.0076638437517,2016-12-19T23:23:13Z
Cargo,STAR ISFJORD,307788,54.75713,18.99659,968.9354140502172,2016-12-19T11:43:02Z,6695.786288851621,2016-12-19T12:01:09Z
Cargo,STAR ISFJORD,307788,54.69692,18.99504,6695.786288851621,2016-12-19T12:01:09Z,6695.786288851621,2016-12-19T12:01:09Z
Cargo,STEENBANK,265873,54.63259,19.90238,0,2016-12-16T01:37:02Z,2167.9825116079733,2016-12-16T01:45:02Z
Cargo,STEENBANK,265873,54.6338,19.936,2167.9825116079733,2016-12-16T01:45:02Z,2167.9825116079733,2016-12-16T01:45:02Z
Cargo,STENA FORERUNNER,326898,54.676,18.94767,0,2016-12-18T15:11:02Z,11059.007856995471,2016-12-18T15:13:01Z
Cargo,STENA FORERUNNER,326898,54.75467,18.84233,11059.007856995471,2016-12-18T15:13:01Z,11059.007856995471,2016-12-18T15:13:01Z
Cargo,STORTEBEKER,204416,59.90795,30.06853,659.7640003789172,2016-12-17T03:49:04Z,1283.8564059760402,2016-12-17T03:51:03Z
Cargo,STORTEBEKER,204416,59.90365,30.0899,1283.8564059760402,2016-12-17T03:51:03Z,1283.8564059760402,2016-12-17T03:51:03Z
Cargo,STRANDJA,285833,55.72063,20.89128,0,2016-12-19T03:45:06Z,1045.9034905238416,2016-12-19T03:47:06Z
Cargo,STRANDJA,285833,55.72252,20.90764,1045.9034905238416,2016-12-19T03:47:06Z,1045.9034905238416,2016-12-19T03:47:06Z
Cargo,STRATEGIC ENCOUNTER,727807,54.63309,19.89434,0,2016-12-16T09:45:03Z,8497.434324865448,2016-12-16T09:47:02Z
Cargo,STRATEGIC ENCOUNTER,727807,54.64101,20.02567,8497.434324865448,2016-12-16T09:47:02Z,8497.434324865448,2016-12-16T09:47:02Z
Cargo,SUEDEROOG,205264,59.90907,30.06266,632.8053356806063,2016-12-14T19:33:04Z,1270.9516901936277,2016-12-14T19:35:04Z
Cargo,SUEDEROOG,205264,59.91335,30.04152,1270.9516901936277,2016-12-14T19:35:04Z,1270.9516901936277,2016-12-14T19:35:04Z
Cargo,SVYATITEL ALEKSIY,348769,54.64499,20.05175,0,2016-12-15T12:11:03Z,2566.17037225266,2016-12-15T12:13:02Z
Cargo,SVYATITEL ALEKSIY,348769,54.63951,20.01301,2566.17037225266,2016-12-15T12:13:02Z,2566.17037225266,2016-12-15T12:13:02Z
Cargo,TANAIS,948265,54.38043,18.66072,0,2016-12-16T14:19:01Z,1190.0744377888034,2016-12-16T14:23:01Z
Cargo,TANAIS,948265,54.36997,18.66461,1190.0744377888034,2016-12-16T14:23:01Z,1190.0744377888034,2016-12-16T14:23:01Z
Cargo,TASMAN,206519,57.98169,11.74611,609.2573627959058,2016-12-16T15:43:05Z,2548.201947558114,2016-12-16T15:51:05Z
Cargo,TASMAN,206519,57.96387,11.71894,2548.201947558114,2016-12-16T15:51:05Z,2548.201947558114,2016-12-16T15:51:05Z
Cargo,TENDER1,155585,57.62297,11.80981,0,2016-12-16T09:01:07Z,1218.3933657490536,2016-12-16T09:03:05Z
Cargo,TENDER1,155585,57.61236,11.8047,1218.3933657490536,2016-12-16T09:03:05Z,1218.3933657490536,2016-12-16T09:03:05Z
Cargo,TERSCHELLING,268899,59.91047,30.05565,702.0479653875349,2016-12-16T05:55:05Z,1366.4715870461523,2016-12-16T05:57:03Z
Cargo,TERSCHELLING,268899,59.90586,30.07837,1366.4715870461523,2016-12-16T05:57:03Z,1366.4715870461523,2016-12-16T05:57:03Z
Cargo,THEA MARIEKE,265510,54.53445,18.79455,1284.726329514576,2016-12-16T20:27:06Z,1925.8771764532773,2016-12-16T20:29:02Z
Cargo,THEA MARIEKE,265510,54.52118,18.77537,1925.8771764532773,2016-12-16T20:29:02Z,1925.8771764532773,2016-12-16T20:29:02Z
Cargo,THOR INTEGRITY,732076,55.7284,21.0655,0,2016-12-19T22:23:13Z,950.2837884998172,2016-12-19T22:25:06Z
Cargo,THOR INTEGRITY,732076,55.72865,21.05033,950.2837884998172,2016-12-19T22:25:06Z,950.2837884998172,2016-12-19T22:25:06Z
Cargo,THULELAND,327250,57.65663,11.74896,0,2016-12-14T13:31:05Z,1894.674922555569,2016-12-14T13:33:06Z
Cargo,THULELAND,327250,57.65178,11.71843,1894.674922555569,2016-12-14T13:33:06Z,1894.674922555569,2016-12-14T13:33:06Z
Cargo,THURKUS,122562,54.54402,18.82845,0,2016-12-16T12:55:01Z,3051.7019974167106,2016-12-16T12:57:02Z
Cargo,THURKUS,122562,54.56498,18.859,3051.7019974167106,2016-12-16T12:57:02Z,3051.7019974167106,2016-12-16T12:57:02Z
Cargo,TIDAN,182418,57.60259,11.65599,712.1848491219932,2016-12-15T10:11:05Z,596615.787388869,2016-12-17T04:33:06Z
Cargo,TIDAN,182418,55.71618,20.80508,596615.787388869,2016-12-17T04:33:06Z,596615.787388869,2016-12-17T04:33:06Z
Cargo,TINA,259202,54.55447,18.84484,0,2016-12-13T15:49:01Z,1560.1318889929555,2016-12-13T15:51:01Z
Cargo,TINA,259202,54.56521,18.86041,1560.1318889929555,2016-12-13T15:51:01Z,1560.1318889929555,2016-12-13T15:51:01Z
Cargo,TOLLUND,124752,54.66673,19.819,0,2016-12-17T16:23:02Z,54416.99452082531,2016-12-17T19:17:01Z
Cargo,TOLLUND,124752,54.78199,18.99543,54416.99452082531,2016-12-17T19:17:01Z,54416.99452082531,2016-12-17T19:17:01Z
Cargo,TRADER BULK,182333,57.60003,11.65679,561.7843542406018,2016-12-19T03:19:05Z,1952.521621964297,2016-12-19T03:31:05Z
Cargo,TRADER BULK,182333,57.60091,11.68952,1952.521621964297,2016-12-19T03:31:05Z,1952.521621964297,2016-12-19T03:31:05Z
Cargo,TRANSOSPREY,206401,54.72713,18.99946,924.1808021830386,2016-12-16T22:13:02Z,875565.9429053785,2016-12-18T14:43:03Z
Cargo,TRANSOSPREY,206401,59.92068,30.0053,875565.9429053785,2016-12-18T14:43:03Z,875565.9429053785,2016-12-18T14:43:03Z
Cargo,TRAVEBERG,364187,55.6643,21.14626,550.8307440852703,2016-12-16T15:43:06Z,2758.8747715506215,2016-12-16T15:53:06Z
Cargo,TRAVEBERG,364187,55.68792,21.13279,2758.8747715506215,2016-12-16T15:53:06Z,2758.8747715506215,2016-12-16T15:53:06Z
Cargo,TRICA,254318,59.88806,30.2011,0,2016-12-20T09:11:04Z,3962.8247004868913,2016-12-20T09:31:04Z
Cargo,TRICA,254318,59.89521,30.1315,3962.8247004868913,2016-12-20T09:31:04Z,3962.8247004868913,2016-12-20T09:31:04Z
Cargo,TRUE LOVE,2892026,55.74601,20.86242,458.31967705310313,2016-12-15T13:25:07Z,1055.5998967355483,2016-12-15T13:27:06Z
Cargo,TRUE LOVE,2892026,55.74756,20.84578,1055.5998967355483,2016-12-15T13:27:06Z,1055.5998967355483,2016-12-15T13:27:06Z
Cargo,UFA,290089,54.64828,20.07527,4892.756206057992,2016-12-14T02:47:02Z,23960.717941788706,2016-12-15T09:33:04Z
Cargo,UFA,290089,54.69624,20.43857,23960.717941788706,2016-12-15T09:33:04Z,23960.717941788706,2016-12-15T09:33:04Z
Cargo,USOLIE,755518,55.72911,20.93131,895.7987187245303,2016-12-14T10:17:06Z,935.987258954642,2016-12-14T10:19:06Z
Cargo,USOLIE,755518,55.72801,20.91649,935.987258954642,2016-12-14T10:19:06Z,935.987258954642,2016-12-14T10:19:06Z
Cargo,VALENCIA EXPRESS,370837,59.89643,30.12481,551.1575894127881,2016-12-19T14:25:04Z,1084.3276691921146,2016-12-19T14:27:03Z
Cargo,VALENCIA EXPRESS,370837,59.89277,30.14283,1084.3276691921146,2016-12-19T14:27:03Z,1084.3276691921146,2016-12-19T14:27:03Z
Cargo,VANTAGE WAVE,756358,55.70218,20.87593,9.464208603917871,2016-12-14T01:43:06Z,14790.62851357823,2016-12-14T10:11:07Z
Cargo,VANTAGE WAVE,756358,55.71448,21.11101,14790.62851357823,2016-12-14T10:11:07Z,14790.62851357823,2016-12-14T10:11:07Z
Cargo,VARVARA,124152,59.91079,30.05415,0,2016-12-13T11:31:04Z,667.7505727458868,2016-12-13T11:33:03Z
Cargo,VARVARA,124152,59.91301,30.04302,667.7505727458868,2016-12-13T11:33:03Z,667.7505727458868,2016-12-13T11:33:03Z
Cargo,VASTANVIK,319974,54.53333,18.81033,1446.7966485291993,2016-12-20T09:11:02Z,7378.357055980686,2016-12-20T09:31:02Z
Cargo,VASTANVIK,319974,54.58216,18.88781,7378.357055980686,2016-12-20T09:31:02Z,7378.357055980686,2016-12-20T09:31:02Z
Cargo,VENTURA,366974,55.19872,19.96576,915.9783549036554,2016-12-17T00:05:03Z,72233.65875272159,2016-12-17T04:03:05Z
Cargo,VENTURA,366974,55.63885,20.80759,72233.65875272159,2016-12-17T04:03:05Z,72233.65875272159,2016-12-17T04:03:05Z
Cargo,VICTORIABORG,265269,55.66924,21.14524,463.22430463124283,2016-12-20T10:03:06Z,5941.404733958687,2016-12-20T10:27:06Z
Cargo,VICTORIABORG,265269,55.71801,21.10651,5941.404733958687,2016-12-20T10:27:06Z,5941.404733958687,2016-12-20T10:27:06Z
Cargo,VICTORINE,117309,57.64971,11.71424,0,2016-12-19T17:27:05Z,2208.8509187376326,2016-12-19T17:29:05Z
Cargo,VICTORINE,117309,57.65609,11.7494,2208.8509187376326,2016-12-19T17:29:05Z,2208.8509187376326,2016-12-19T17:29:05Z
Cargo,VIDFOSS,366516,59.90969,30.05993,662.9570615829359,2016-12-15T10:07:04Z,1320.327311705374,2016-12-15T10:09:03Z
Cargo,VIDFOSS,366516,59.9142,30.03802,1320.327311705374,2016-12-15T10:09:03Z,1320.327311705374,2016-12-15T10:09:03Z
Cargo,VINGAREN,182428,55.75435,20.80184,0,2016-12-13T12:47:06Z,713851.5336458683,2016-12-18T14:55:03Z
Cargo,VINGAREN,182428,59.92171,30.00018,713851.5336458683,2016-12-18T14:55:03Z,713851.5336458683,2016-12-18T14:55:03Z
Cargo,VIONA,300093,57.60448,11.66448,0,2016-12-20T01:25:06Z,604.9405629991342,2016-12-20T01:27:05Z
Cargo,VIONA,300093,57.60928,11.66926,604.9405629991342,2016-12-20T01:27:05Z,604.9405629991342,2016-12-20T01:27:05Z
Cargo,VITA,359410,55.72998,21.06494,0,2016-12-14T21:37:06Z,1191.397094815062,2016-12-14T21:39:06Z
Cargo,VITA,359410,55.73095,21.04599,1191.397094815062,2016-12-14T21:39:06Z,1191.397094815062,2016-12-14T21:39:06Z
Cargo,VITIM,145203,54.45097,18.99401,1012.2364262106443,2016-12-15T04:43:02Z,183796.8302058317,2016-12-17T15:39:06Z
Cargo,VITIM,145203,55.74082,20.80078,183796.8302058317,2016-12-17T15:39:06Z,183796.8302058317,2016-12-17T15:39:06Z
Cargo,VLADIMIR,123061,59.90915,30.06179,682.4143941048245,2016-12-17T06:37:04Z,1262.2098273313786,2016-12-17T06:39:05Z
Cargo,VLADIMIR,123061,59.90486,30.08275,1262.2098273313786,2016-12-17T06:39:05Z,1262.2098273313786,2016-12-17T06:39:05Z
Cargo,WALTER HAMMANN,152955,57.62553,11.68675,500.4760554250265,2016-12-20T10:59:05Z,2834.8756814208646,2016-12-20T11:11:05Z
Cargo,WALTER HAMMANN,152955,57.64769,11.7103,2834.8756814208646,2016-12-20T11:11:05Z,2834.8756814208646,2016-12-20T11:11:05Z
Cargo,WES AMELIE,365934,59.91872,30.0146,725.9020725195454,2016-12-16T13:53:05Z,1517.2482965936688,2016-12-16T13:55:03Z
Cargo,WES AMELIE,365934,59.91361,30.03984,1517.2482965936688,2016-12-16T13:55:03Z,1517.2482965936688,2016-12-16T13:55:03Z
